restaurant,review_date,traveler_type,review
Diamond Tony's 101 Authentic Italian Cuisine,2024-12-01T00:00:00Z,Couples,"Reopen after renovations is missing the mark. The restaurant has misses in food, service and drinks. The only strongly positive aspect is the location. Overall, the food is 3+. The food menu is limited to 5-course meals which resulted quite a few tables taking take-away boxes with them. The food itself has more misses than hits. Especially the appetizers we had, burrata and the veal, felt that they were made from supermarket sets. The mushroom and onion soups were passable. The entrees had some interesting tries, e.g. the beef doughnut was visually intriguing, but the taste and texture didn’t deliver. Scallop risotto tried something different with barley. The main dishes were the best dishes, but still had flaws. Lamb rack was dry. Both the lamb rack and duck breast lacked seasoning and barely had sauce, vegetables, or other components with the meat. Dessert tiramisu was a safe choice. Service was lacking finesse. We needed to constantly ask for e.g. more water, cutlery, etc. there appeared to be plenty of people working, but somehow the service was slow and felt distant in both Mandarin and English. We ended up eating for 2.5 hours, which is about the time expected, but we felt that we were constantly waiting for the next dish. The drinks list included only 4 mediocre wines. They explained that it was due to “test run”, so it might get better in the future. The ambiance was an interesting mix of disco and high end dining. Piano and a singer. Then electronic dance music. The restaurant is a bit missing its soul."
Diamond Tony's 101 Authentic Italian Cuisine,2020-03-01T00:00:00Z,Not Identified,"The view at high floor of Taipei 101 is good for sure. And the price for lunch is really reasonable. However, the dishes could be much more delicate. For instance, there's too much mayonnaise on the salad, making it tastes too heavy."
Diamond Tony's 101 Authentic Italian Cuisine,2018-04-01T00:00:00Z,Not Identified,I think it’s over priced and over acclaimed for the food’s worth. I had a fish salad and lamb chop. While the salad is alright the lamb chop is utterly disappointing and it’s lukewarm. It felt like it was cooked from a frozen item. My friends ordered steak and it’s not really a steak - very thin cut and joe matching the description on the venu. Service was slow. I won’t go back again
Diamond Tony's 101 Authentic Italian Cuisine,2014-05-01T00:00:00Z,Friends,"We went to the Panorama bar for food and drinks. There's a minimum spend requirement, so once you go up, you're stuck with a bill. Once we were shown our seats, we were basically forgotten. Waited a long time to be given a menu, waited longer to have our orders taken (had to flag down about 3 different staff), then the drinks took even longer! The food was served before the drinks. The food was pricey and nothing special. It was a rainy day, so we didn't get to see the view, a huge waste of time!"
Diamond Tony's 101 Authentic Italian Cuisine,2015-10-01T00:00:00Z,Family,"We arrived and ordered two gin and tonics, they took 35 minutes to arrive, in fact we had finished our starter before they arrived. We also ordered wine which took ages. However the food was like it was on a conveyer belt, speed eating in my opinion, no choice but a set menu! Great location but the restaurant is like a fast food place, not worth the the prices they charge. The staff are uninterested and dull, which is very unusual for Asia. Not a good experience, I would suggest you save your money rather than visit this place. We travel the world regularly and this is the worst restaurant we have had the unfortunate experience to frequent."
Diamond Tony's 101 Authentic Italian Cuisine,2015-07-01T00:00:00Z,Business,"The food, service and view were terrific. I really enjoyed my lunch. They were very accommodating and had many food options."
Diamond Tony's 101 Authentic Italian Cuisine,2015-01-01T00:00:00Z,Friends,"Well, had a dinner with a friend. Both of us enjoyed the view and drinks. But expecting more on the food with that kind of price. The food didn't worth to pay that amount of money."
Diamond Tony's 101 Authentic Italian Cuisine,2014-04-01T00:00:00Z,Not Identified,"The view is excellent, but that's the only reason for you to consider coming to this restaurant. The quality of the food is just like that in a fast food shop. Very disappointed! 景觀上，服務中，食物下 星級餐廳定位，快餐店食物 非常失望!"
Diamond Tony's 101 Authentic Italian Cuisine,2019-06-01T00:00:00Z,Not Identified,"You MUST go to this restaurant! Best views and food in Taipei. Even the BATHROOMS have incredible views! To see the full video on this experience, plus my full trip, go to YouTube for Jillian Lawton 10-Minute Travel Tips: Taiwan."
Diamond Tony's 101 Authentic Italian Cuisine,2019-12-01T00:00:00Z,Family,First time to this restaurant. The location is first class and restaurant is supposed to be posh and classy. Is unfortunately like a snack bar. serving half pass 6 italian cuisine. The lousy atmosphere is cramp and badly furnished. This short coming however was compensated by the attentive staff and pleasant service. Otherwise my dinner expectations and experiences were ruined. The staffs save our evening. The fish was bad.
Diamond Tony's 101 Authentic Italian Cuisine,2019-12-01T00:00:00Z,Couples,"My wife and I decided to avoid the restaurants in our hotel and branch out. Great choice. Once we managed to get someone’s attention we enjoyed a lovely mean. Cost was £100 for two including service. The house wine was delicious as were the rocket salads, the ravioli, the steam and the hot chocolate puddings. Highly recommended."
Diamond Tony's 101 Authentic Italian Cuisine,2019-11-01T00:00:00Z,Not Identified,"The restaurant charges for the view, not for the food. Supposedly an Italian restaurant, our options were 2 fixed-price menus with only one Italian option each. Definitely unacceptable."
Spice Market,2020-02-01T00:00:00Z,Not Identified,"Lots of Thai cuisines to choose from. Loved the Thai green papaya salad, lettuce wraps (shrimp, lamb and beef), soup section and shrimp pancake. The steak was remarkable. Overall the flavor was toned down to cater to Taiwanese taste. Would consider further visits."
Spice Market,2020-07-01T00:00:00Z,Family,really enjoyed the whole process. the food was fresh and the waiters are attending and super friendly. High recommended 推！食材新鮮 好吃。海鮮種類多 做法多元 非常新鮮，泰式料理也很豐富，蝦鬆好好吃 檸檬魚也讚，沙拉用的橄欖油是誠品有專櫃賣的法國進口高級橄欖油 有basil香味 很讚！ 服務人員態度非常好 又親切反應也快！ 很好的用餐經驗
Spice Market,2019-07-01T00:00:00Z,Family,"We ate here with some local friends and were impressed with the place as it was bustling and had a great display of food on offer. The food is mostly fresh seafood and salads with Thai food and desserts. The starter was the best because there was a really large selection of fresh cooked and raw seafood. I really enjoyed the cooked prawns and crabs and some salad but many of the foods such as raw shellfish was not my cup of tea. I would have liked to have seen some raw tuna and salmon but there wasn't any. For the main course the food is most Thai and Taiwanese. I am a big fan of Thai food so really looked forward to eating here. However, the choice was not great and I found the sauces of the tom yum and green curry to be a little disappointing and less spicy than I like. Also in the green chicken curry the pieces of chicken were large pieces that included the soft skin and gristle and bone when I prefer to have lean pieces of chicken so had to do a lot of fiddling around on my dish when eating. Desserts were alright, quite a good display, but mostly we ate ice cream ..... several portions. The drinks were self service in metal beakers and my favourite was the mango lassi, which had a hint of pineapple and coconut. My kids liked the Thai tea and kept going back for more. Our local friends had several plates of the fresh seafood and less of the Thai food. So in my opinion if you love to eat raw and cooked seafood then you can really enjoy this buffet, but it you are looking for traditional Thai food then perhaps this isn't the place to come. This is a really nice buffet restaurant and seemed to be very popular, fantastic for seafood and worth the visit."
Spice Market,2019-11-01T00:00:00Z,Family,"THIS THAI SEAFOOD BUFFET WAS FANTASTIC. What I liked about Spice Market Buffet: ✅Great selection of seafood, even on a weekday night (I imagine weekends would have an even larger selection)🦐. ✅Haagen Daaz Ice Cream Bar🍦. ✅All you can drink Iced Thai Milk Tea🍵. (And other complimentary drink selection). ✅Noodle bar 🍜. ✅Monday night dinner discounts for women (approx. $30CAD for women and $40CAD for men). Not sure if that's discrimination but I do love a good discount 😀. The food was fresh and tasted great. My only gripe was that the jumbo raw shrimp wasn't de-veined..."
Spice Market,2015-05-01T00:00:00Z,Couples,"Great food, but the seats are to closed together. Bad luck sat next to someone keep coughing and talk loud. Best go with your own group of friends with private table and area. 食物超讚， 座位很擠。倒楣坐在一直咳嗽還大聲談話的人旁邊。 最好跟一群朋友可以有自己的涼亭區獨立座位."
Spice Market,2019-12-01T00:00:00Z,Friends,I have been dinning in this restaurant many many times. The food is delicious and fresh each time. Love the atmosphere and the service. Will be back !!
Spice Market,2019-03-01T00:00:00Z,Family,Crabs were not very tasty. The staffs are helpful. Dessert parts are good and tasty. Totally Not very valuable.
Spice Market,2017-11-01T00:00:00Z,Friends,"It’s been more than 8 years since my last visit to this restaurant. This time round, I took a good friend of mine who has never been to this place for dinner. As always, we arrived with a big queue lined up to get on. Once we got in to the restaurant, we went round to see all the delicious food. Looks differ from my last visit, more Hot dishes than cold dishes. Anyhow, overall experience is good and good is standard. staffs are friendly and helpful, would definitely come back again in the near future."
Spice Market,2017-03-01T00:00:00Z,Friends,"Very fresh seafood, cooking food taste delicious, free flow beer and haagen dazs ice cream, fast and polite service. Wonderful buffet experience in Taipei."
Spice Market,2015-11-01T00:00:00Z,Family,"The food quality is excellent, and there is a decent amount of selection, however please be aware there are a lot of great dining options in Taiwan for less money. In the end you're really paying more for their rent than the overall quality of the buffet. The food and service is good, but I guess the overall value for price is questionable."
Spice Market,2021-04-01T00:00:00Z,Not Identified,"The food is delicious, but the interior design could be better. The tables are too close, too crowded. The air flow isn't good either, makes one drowsy."
Spice Market,2020-04-01T00:00:00Z,Not Identified,"the taste remain the same as usual, but due to the coronavirus impact, there are only few people dining in the restaurant, thankfully, the service is good as usual"
Spice Market,2020-01-01T00:00:00Z,Couples,Good food! Amazing drinks and desserts too. Overall a good experience. Will come back to visit again.
Spice Market,2019-12-01T00:00:00Z,Not Identified,It's well worth your money. Just make sure you arrive hungry. Reservation needed d/o the place is located in business district & people like the restaurant for its uniqueness & abundant of selection.
Spice Market,2019-12-01T00:00:00Z,Friends,"This place is great, they have a very wide variety of food. The seafood station is amazing and the desert station is great!"
L'Atelier De Joël Robuchon,2024-12-01T00:00:00Z,Solo,"To be honest with all of you, I made an absolutely outstanding experience there. Why? Let me put it this way: first I did not get ""discriminated"" to be only one person, so I got a place to go there alone. Plenty of other Michelin Star restaurants do not sell for one person only. Since this restaurant offers a high chair table looking towards the kitchen it is easy for them also to handle this request. Second: entering the restaurant getting a warm welcome from the concierge and saying your name immediately without telling him who you are is highly professional. Third: getting welcomed from a highly professional acting waiter but also the Sommelier who is joking with you on a level above cheap acting is really great, having good chats and making you feel well even you are alone. However and nevertheless, I do not think that I have to tell much about the dinner itself: it is 2 stars so it was simply perfect. Each single course cooked to perfection. For the dessert I had a very classic one: Tarte aux pommes, but in a very special way: multiple layers of apple slices, a little bit of butter.... - and so on, yes - you know what I mean. That Patissier is an artist. Excellent choice for me. As mentioned, I really loved these three hours staying there and I highly recommend to have a visit of this place for sure!"
L'Atelier De Joël Robuchon,2022-02-01T00:00:00Z,Not Identified,"Try for a hot seat around the central show kitchen, so you can see your meal being expertly prepared by the team of chefs, before it is presented to you by the expert wait staff. The French cuisine is accompanied by wines from the extensive cellar. L'Atelier Joel Robuchon carries on the tradition of Chef Robuchon, who was said to be the best chef on the century. Sadly, he passed away in 2018, aged 73. This restaurant is said to be one of the best in Taipei."
L'Atelier De Joël Robuchon,2022-02-01T00:00:00Z,Not Identified,"The restaurant has a luxury interior design with a contemporary touch, colored mainly in red and black. Superb atmosphere and graceful fine dining experience. Breads, appetizers, main courses, deserts, …. each dish is unique and full of flavor. Delicious food and excellent service, deserving of two Michelin stars. Seats are hard to come by, especially table seats. Better to make a reservation some two months in advance."
L'Atelier De Joël Robuchon,2020-10-01T00:00:00Z,Not Identified,"Joel Robuchon was named chef of the century. Among other dishes, his mashed potatoes were hailed as the world's best. His dishes are simple, but cooked perfectly. Taiwan people are prepared to pay for haute cuisine, but it must be said that the dishes at Joel Rubichon are relatively modest. Try the quail stuffed with foie gras (goose liver). Sadly, Chef Joel passed away at age 73 in 2018."
L'Atelier De Joël Robuchon,2022-05-01T00:00:00Z,Not Identified,"L'Atelier de Joel Rochuchon is following in the footsteps of Chef Joel Rochuchan, who was named Chef of the Century. The restaurant was awarded 2 Michelin stars. The restaurant specialises in classic French dishes such as Steak Tartare. The wine list is impressive. Service is excellent. By the way, booking is essential."
L'Atelier De Joël Robuchon,2024-08-01T00:00:00Z,Business,"A perfect night to experience this legend The surroundings were perfectly very good and attentive service, took a little mixed but the meat was in simplistic to yourself A good sommelier rek. Good wines Super satisfied"
L'Atelier De Joël Robuchon,2025-09-22T00:00:00Z,Not Identified,"This is why never trust Michelin. This place must have purchased their stars from costco relatively to true 2 stars outside of Twn or in twn. Not Robuchon’s fault, I’d blame michelin. Food: for those of you who have been to true 1, and especially 2 stars else where, I suggest for you guys to bring a pillow. So boring, you will fall asleep. Not saying quality is poor, just very merrrr. BTW, first time seeing red/yellow bell peppers in a dish from michelin restaurant. Service: reaching across people and table to place / retrieve utensils multiple times…. need I say more? Ambience: well, with all the high chair and all, food court? High class food court."
L'Atelier De Joël Robuchon,2020-06-01T00:00:00Z,Friends,"Cozy deco with signature robuchon red and black scheme, attentive service, delicious food. It’s fun sitting at the bar overlooking the kitchen. My favorite dish was the caviar with egg. The cod was flavorful, asparagus soup was rich, abalone was soft and tasty, mash potato so creamy. The uni dish was way too salty."
L'Atelier De Joël Robuchon,2024-07-01T00:00:00Z,Friends,Joel Robuchon is my favourite restaurant however this time it was disappointing. The food was average however Dover sole was was delicious. Service was poor and not what I expected from a michelin star restaurant with such high standards.
L'Atelier De Joël Robuchon,2013-11-01T00:00:00Z,Family,"At the night my family dinned at the restaurant there were an elderly couple and a young couple with kids sitting in the next table. The waitresses were very accommodating, turning the whole night into a major baby sitting event. The kids screamed and cried as babies would, so the 4 adults took turns walking around our table trying to calm the kids down. Because of the kids drew all the attention, no one cared if we needed water or anything else. Often we are ignored even when our hands are raised. Not to mention due to the screaming I could barely talk to the person sitting next to me. The food was fine, but the whole dinning experience was disastrous. For the price I paid, I'd expect a bit more from this place."
L'Atelier De Joël Robuchon,2013-12-01T00:00:00Z,Solo,"The genius of Joel Robuchon is that he took the classic French cooking that he grew up with and reinvented it for the modern age. He created a mash up of a sushi counter with a tapas bar and added sleek, cool design and the L'Atelier concept was born: Small portions of intensely flavoured food that are somehow reminiscent of the past, yet ultra-modern. The decor is all black and red and chrome, with high chairs and a long counter. The chefs work in an open kitchen and have direct contact with the customers. For me this is foodie heaven. For others maybe less so - perhaps that explains some of the strange negative reviews here. If you love food, then ignore these people and go. Soon. It is expensive of course although the set lunch and dinner menu's are good value. The kind of ingredients they use don't come cheap and this level of quality doesn't either. Expect to pay upwards of NT$ 4-6000 a person, more if you splash out on their speciality Sea Urchin dish - which I highly recommend! Olivier Jean is the new chef here. He came from L'Atelier Etoile in Paris and he brings the same relentless focus on quality that all Robuchon protégés have. They are never quite satisfied with how things are and always looking to improve. The food is excellent, at least as good as L'Atelier in Paris (which has 2 Michelin Stars) and better than London IMHO. What's different here is that it is all a little less formal, a little less stiff, and I found I enjoyed it more. The staff were wonderful, a great balance of effortless professionalism and a playful sense of fun. If you are someone that loves to eat. Someone for whom a meal is an occasion to be celebrated. Someone who appreciates the skill and commitment of a great chef, then I highly recommend you go here. You won't regret it."
L'Atelier De Joël Robuchon,2016-10-01T00:00:00Z,Friends,"I brought a newly wed couple friends of mine to try out the restaurant and we left with unforgettable memories of the good food and services. From starters (we had 2 which came with the set) to main (I had saffron infused risotto and a meat dish of beef), they are executed to perfection. Dessert was passion fruit topped with cream to cap off the sweet finish to our perfect meal."
L'Atelier De Joël Robuchon,2015-02-01T00:00:00Z,Not Identified,"I heard this one is the least expensive among all Robuchon chain. Thus if you wanted to pay less for the same experience, you should visit taipei branch. It situated in a very nice building. The look is standard. Dark with stylish furniture. We went for lunch over Chinese New Year. Restaurant didn't charge more instead they just pulled the cheapest lunch set out of their menu. For 2880 NT, you can have two appetizers and two main course. Desert, coffee were also included. We found the portion of food quite generous. Over all the dishes are good. Waiters are very attentive. I love my fried fish and roasted chicken. You may not think its value for money but theres at least no complaint. The place was fully booked that day to our surprise. Which means its well loved by many."
L'Atelier De Joël Robuchon,2014-10-01T00:00:00Z,Business,"I love the Joël Robuchon bar seating concept where, as a lone traveller, I am able to interact with the waiters, the sommelier and the chef whilst watching the kitchen at work. The restaurant's dark black and red interior seemed warmly inviting and the kitchen the true heart of the restaurant. I chose the menu devouverte and every dish was without fail a true success. An amuse bouche of foie gras mousse with port sauce and parmesan foam was rich, unctuous and surprisingly light. What a lovely way to start a meal! A caviar first course was an interesting little tin of caviar over a crab and lobster mouse with a lovely gelée of I think apple and chill. Lovely yet subtle with the little pops of caviar acting almost to tantalise the tastebuds. A second course of girolles served with crispy ravioli and onion foam was a wonderful way to show case the fantastic girolles. The mushrooms were beautifully cooked and the foam and accompanying sauce played off the rich earthiness of the mushrooms to superb effect. A third course of pan fried foie gras, I was almost dreading. Most restaurants either choose bad quality foie gras or simply over cook the foie gras leaving it moist and revealing the underlying liver taste. This was quite the opposite. The foie gras was perfection and complimented beautifully by little stewed grapes and lovely blueberry sauce whose combined bitter and sweet tastes left much thought as I was eating this course. A fourth course of maine lobster with seasonable vegetables and lobster bisque was beautifully cooked. The lobster was sweet and rich and the accompanying lobster bisque was velvety and surprisingly light. A fifth course of John Dory consisted of a beautifully cooked piece of fish surrounded in a beautifully sophisticated saffron and clam sauce. The accompanying cabbage and kale was a fantastic use of two very much maligned vegetables. A sixth course of quail stuffed with foie gras with mashed potato was an exquisitely presented dish. The quail was matched in flavour by the beautiful mashed potato which was quite simply one of the silkiest, smoothest and creamiest mashed potatoes I have ever eaten. The quail itself was beautiful and gamey. However a special mention must be given to the accompanying herb salad which both complimented the beautifully cooked meat and added an intensity and complexity to the mashed potato. Looking round the restaurant the alternative main course of hanger steak with shishito and bell peppers must get a mention - it looked fantastic and I shall have to try it next time. A seventh course of pineapple served in several ways was a fantastic palate cleanser and was a great preparation for an eight course consisting of a simply beautiful mango cake that was a nice light way to complete the meal. I would say that it was disappointing that there were no half bottles and the list of wine by the glass was small. However, the wine list itself is well conceived an I enjoyed a wonderful white chateauneuf du pale whose complexity and age complimented this simply fantastic meal."
L'Atelier De Joël Robuchon,2013-11-01T00:00:00Z,Couples,"I have been to Robuchon Taipei dozens of times and it never disappointed, while I am not familiar with the new chef the system is quite solid and ensures consistent quality. Strongly recommend for anyone looking for genuine french cuisine in Taipei and to be serviced by the best sommelier in town. Quite surprised by the review above ""French cuisine?????"" but maybe that can be explained by 75% of reviews by this person getting 1 star :)"
Irodori Grand Hyatt Taipei,2024-01-01T00:00:00Z,Solo,"Located on the Grand Hyatt's third floor, Irodori is the hotel's second buffet restaurant after the large and very popular ground floor Café. Unlike the Café, Irodori only serves lunch and dinner and focuses on Japanese seafood in a more intimate, but also very popular, space. Prices are higher on weekends, and a good variety of sake is offered. To my Asian but Western eye, many of the dishes were unfamiliar and a bit exotic to me, but nevertheless beautifully presented. Some of the more familiar offerings (such as sushi/sashimi) I also saw at the Café, but Irodori is slightly less expensive. The 2 types of small whole crabs looked gorgeous and were tasty, but messy. Service was excellent. There are restrooms in the restaurant. A great lunch."
Irodori Grand Hyatt Taipei,2023-02-01T00:00:00Z,Friends,Irodori is the Grand Hyatt Taipei's up-market Japanese restaurant. It's a superior dining venue for Japanese and Taiwan businesspeople. Irodori serves a wide range of Japanese cuisine. The restaurant provides a place for socializing. Menu and service are superb.
Irodori Grand Hyatt Taipei,2020-03-01T00:00:00Z,Not Identified,"I came here for lunch last month and took advantage of their promotion via online booking. Nice seating arrangement (nice decor and partitions into different areas for privacy) and prompt service. And not crowded like other buffet restaurants. Food quality wise, it was mostly very good. The types of crab they had there did not yield a lot of meat. Basic selection of sashimi and sushi freshly made by the chef. Actually they have chef stations for sashimi/sushi, grill, tempura and teppanyaki, even the special ""taiyaki"" dessert, so food never sits there for too long. For me, the highlights were their beef steak cubes and many of their grill items. Price wise, I can't say it's worth the original price. But if they have promotional discounts, then I can recommend giving it a try."
Irodori Grand Hyatt Taipei,2019-01-01T00:00:00Z,Solo,"I've recently become a frequent guest of the Grand Hyatt Taipei, itself a very good hotel. I've tried several of the hotel restaurants, and as I love Japanese food (am half-Japanese, can cook Japanese, and my wife and I often travel to Japan for a foodie trip), thought I'd give the Irodori Grand Hyatt a try. To be fair, it's a Japanese buffet, so I set my expectations accordingly, but even so, was generally disappointed - in the food, the ambience, and the waitstaff. Taipei certianly has some good buffet restaurants, but at over USD$52.00 for lunch, Irodori is way over-priced for the low-quality of food overall. It all looks great, but the fish for sushi/sashimi are cheap cuts, very little color, no taste. The noodle bar could be great, but it wasn't, they didn't even have the essentials to make a bowl of Japanese-style Ramen. I tried the Soba and Udon, both over-cooked and mushy. The broths had no depth. The limited Yakitori selection was over-cooked and dry. The Chawan Mushi was too stiff. Oddly enough for an Asian restaurant, though they had a variety of prepared rice dishes, no plain white rice was on the buffet line. I had to ask for it, by the time it arrived, pretty much everything I had that was a hot dish wasn't any more. The restaurant is very noisy, not somplace to enjoy a leisurely or relaxed meal. What annoyed me more than anything was being watched and treated like I was going to dine and dash without paying my bill. I was asked my room number when I sat down. I was twice told that I must ask for my bill before leaving. Adding insult to injury, my bill was presented before I was done, without my asking and the waitress stood there until I had signed it. Over-priced, only average food, waitstaff that stalk you, noisy, I won't be back. And please note, the other buffet restarurant in the hotel is a good value, with excellent service."
Irodori Grand Hyatt Taipei,2021-02-01T00:00:00Z,Not Identified,"Even though we were arranged to a normal table instead of a quiet one, the overall food quality and services are excellent. We enjoyed the experience so much."
Irodori Grand Hyatt Taipei,2020-12-01T00:00:00Z,Not Identified,"It was an ideal place for meet up with friends. Choices may not be as wide, but the quality was very good. We were planning to go back again soon."
Irodori Grand Hyatt Taipei,2018-03-01T00:00:00Z,Solo,"Some of the reviews mention it gets busy - this is true early on but it does get quiter later on if like me you don't reserve and you want to dine. Food is really high quality, cooked fresh frequently. Excellent choice and I guarantee you will eat far more than you need. Service was excellent as well, dishes made to order as they had run out. My only suggestion, have a diet soda in the buffet as well as the full sugar variety."
Irodori Grand Hyatt Taipei,2017-04-01T00:00:00Z,Business,"great breakfast buffet for $30. so many stations and selections, but definitely worth the money. All that's missing is a mimosa! :)"
Irodori Grand Hyatt Taipei,2017-04-01T00:00:00Z,Business,So nice of selection of Japanese foods all in buffer style. it is very high quality and need to be booked in advance.
Irodori Grand Hyatt Taipei,2016-10-01T00:00:00Z,Not Identified,"For the price, i can enjoy the full range of Japanese food and unlimited sashimi. Booking has to be done in advance, otherwise, you might not get a seat if you have a group coming in."
Irodori Grand Hyatt Taipei,2016-04-01T00:00:00Z,Family,"In my opinion there are better Japanese restaurants in Taipei. The sashimi and sushi dishes were high quality, but I am sad to say that the other food in the buffet did not set the standards I would expect from a restaurant in this price bracket."
Irodori Grand Hyatt Taipei,2016-01-01T00:00:00Z,Couples,"Seating was not extraordinary, nor was food presentation. However, we enjoyed a good range Japanese buffet spread, including the usual suspects: fresh sashimi, sushi and maki, chawanmushi, soup, tempura, grilled selection, soba, ice cream, pastry desserts. Buffet include hot tea throughout and a coffee to finish off. Service was friendly and helpful."
Irodori Grand Hyatt Taipei,2015-11-01T00:00:00Z,Couples,"We decided to try something new & ended up here. Plus we were suffering from major jet lag and didn't want to go out of the hotel!! We were there for about an hour when we realized we were the only non Asian people in this restaurant . We tried almost everything off this extensive buffet. Glad we did it, it was interesting & fun. Great service!!! Lots of good tea!"
Irodori Grand Hyatt Taipei,2015-08-01T00:00:00Z,Friends,"Irodori is one of my favourite buffet restaurant in Taipei. With regard to their service, it's not that good as other restaurants within Hyatt Taipei, but still acceptable. All in all, the food is fresh and delicious. For dessert part, I will highly recommend you should try their Japanese dessert such as 今川焼き first instead of regular chocolate cakes!"
Irodori Grand Hyatt Taipei,2014-12-01T00:00:00Z,Business,"Got free diner as part of room deal, being that this restaurant is located at the Grand Hyatt which is simply superb, shock of terrible food, ignorant and disinterested service and horrible disgusting presentation made me feel that I should have been paid by wasting my time and hunger Avoid it even if it's free, maybe the hotel is on to something and that's the reason they give it away Will I go again? rather stick needles in my eyes"
Mayur Indian Kitchen,2025-12-01T00:00:00Z,Friends,"Lack of cleanliness is very off putting. Looked unhygienic, nothing like the photos on one website. Short of staff, only 3 staff members, including the chef and waiter, one of whom threw something on the floor in anger, not sure if it was directed at customer or colleague."
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Family,A good place to get authentic Indian food. A lot of selections for foods as well as drinks. The spicy level here can be requested to your level of spicy tolerences. Good and friendly service.
Mayur Indian Kitchen,2025-11-01T00:00:00Z,Solo,Wasn’t intending to have a curry but couldn’t find the place i was looking for but went in here. Full of people on arrival but may have been a bus given a bus group arrived just as l left. Friendly efficient service and delicious food but pricey. Paid aud$80 for something that would have cost around $50 at home…worth it? Not sure
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Family,"I have visited Taipei many times and tried all kinds of restaurants.I pick this restaurant because it is ranked number one in Trip Advisor. I have to tell you it is disappointment. We walked in with only one table with guess. Ambience just usual. Someone move one table aside and was cleaning the floor while we are eating. Service was bad. Four people standing in the front but only one working. The other three were chatting. The one that serve us cannot speak either good Chinese or good English. The food was just ok, I had better Indian food in many other countries. Although the price was reasonable. We all wonder how it can be number one ranking in TA. There are far more better restaurants in Taipei."
Mayur Indian Kitchen,2025-12-01T00:00:00Z,Family,Usually my go to place in Taipei for Indian I have had many great meals here... But earlier this week there was something off. The tandoori chicken had a fishy taste - did the chef not clean the pan - I don't know. The Pani Puri was tasteless don't order it. The curry and Naan were good.
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Solo,"This restaurant has an excellent range of menus catering for all food requirements - meat lovers and vegetarians , families with young children and everyone of all ages. The service is a great with staff from all over the world speaking many languages. Easy to Get to and importantly open all day for lunch. Must try Indian restaurant in Taipei"
Mayur Indian Kitchen,2025-09-01T00:00:00Z,Solo,"The restaurant was super close to my hotel and it was getting later for dinner on a Wednesday night. The place was quite empty, so naturally the service was excellent. The Tandoori Butter Chicken was amazing. Great amount of spiciness. Only downside is it's a bit more expensive than the other restaurants around the area. But for sure will be heading back again before i leave Taipei."
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Business,One of the best indian restaurant in Taiwan. Amazing food and a very friendly staff. Must try- Chicken tikka. The flavour was better than many restaurants in India. Also the samosas are authentic and not those frozen ones u get everywhere. A must visit for Indian food lovers.
Mayur Indian Kitchen,2025-05-01T00:00:00Z,Family,Great Indian food I have ever had. Delicious dishes. I love it. I will recommend this restaurant to friends.
Mayur Indian Kitchen,2024-05-01T00:00:00Z,Solo,"Of all the Indian restaurants that I have visited outside of India, this one wins hands down. Starting with the courteous welcome along with papad to the dishes it was a feast of genuine Indian spices. Though I only tried aloo gobhi and mushroom mutter, I thought these were done superbly. Served in good quantities too. I would strongly recommend this place to anyone who wants to try genuine Indian food in Taiwan. Nice ambience, superb hosts, Indian food does the magic."
Mayur Indian Kitchen,2024-03-01T00:00:00Z,Couples,"We ordered the v. Samosa and chili paneer to start with and both were very good. Then had the chicken vindaloo, paneer tikka masala, and creamy malia tikka for entrees - all were fantastic. No room for dessert but we will be back."
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Family,"Me and my family of 8 went by this Indian restaurant and thought why not give it a try. We had fish, shrimp and lamb curry. It was fantastic!! Wasn't too spicy yet it the scent of the herbs were so good! We especially loved their milk tea!!!! It has some ginger and peppermint flavor along with the milk tea. We love it here!!!!"
Mayur Indian Kitchen,2025-10-01T00:00:00Z,Family,"This is my first time to try the Indian good in Taipei, the taste is good, and it is special too, I can have a nice dinner with my friend!😉 Cheers!"
Mayur Indian Kitchen,2024-04-01T00:00:00Z,Friends,"I've been to India before, and the food here made me feel like having dinner there again. If you're a fan of Indian cuisine, you have to come here and have a try."
Haidilao Taiwan,2024-03-01T00:00:00Z,Family,Best hotpot near Taipei 101. Service is amazing and you can get a free manicure while waiting. You order on an iPad and staff check back frequently. Pro tip: put your name in and go shopping — they give you a QR code to track your place in line.
Haidilao Taiwan,2019-11-01T00:00:00Z,Family,"Wonderful first experience at Haidilao ATT4FUN. Service was outstanding and food came quickly. Soup bases were excellent, especially mala and pork innards. Hand-pulled noodles were entertaining. Not cheap but very memorable."
Haidilao Taiwan,2019-04-01T00:00:00Z,Family,Great meal with excellent service and two soup choices in one pot. Free fruit and an entertaining face-mask changing show made the experience memorable.
Haidilao Taiwan,2016-09-01T00:00:00Z,Friends,"Celebrated a birthday here and was blown away by the service. Everything was thoughtfully considered, making a good restaurant into a great one. No wonder people queue for hours."
Haidilao Taiwan,2019-12-01T00:00:00Z,Solo,"Friendly service with hand-pulled noodles and face-mask shows. Entertainment stood out more than the food quality, though soups and sauces were decent."
Haidilao Taiwan,2019-02-01T00:00:00Z,Couples,A favorite hotpot spot visited repeatedly in Taipei and Hong Kong. Consistently great service and food. Best hotpot we’ve ever had.
